x,y
1.0471975511965976,1.0657633794038663
1.117010721276371,1.0060858924589278
1.1868238913561442,0.6953738107500972
1.2566370614359172,0.9497989388058752
1.3264502315156903,1.0634961223595685
1.3962634015954636,0.8767949189043736
1.4660765716752369,1.0343486332220913
1.53588974175501,1.015673105876341
1.605702911834783,1.0000345416592007
1.6755160819145563,0.9683318637793322
1.7453292519943295,1.0497616815052477
1.8151424220741028,1.1507513323478282
1.8849555921538759,0.8062966657176391
1.9547687622336491,1.081424966264193
2.0245819323134224,0.9330885658178659
2.0943951023931953,0.9327960457089909
2.1642082724729685,0.6585472407803852
2.234021442552742,0.8082812853740173
2.303834612632515,0.9658253757528816
2.3736477827122884,0.5326876375912057
2.443460952792061,0.3461283675878534
2.5132741228718345,0.32627940790763715
2.5830872929516078,0.5698297888332875
2.6529004630313806,0.8272166623925556
2.722713633111154,0.575290331087214
2.792526803190927,0.592913475321843
2.8623399732707,0.2905097381922862
2.9321531433504737,0.4176111473817956
3.0019663134302466,0.09848590276519861
3.07177948351002,0.1617371014730714
3.141592653589793,-0.04009757830103517
3.211405823669566,-0.15215282585994666
3.2812189937493397,-0.11926685659607285
3.3510321638291125,-0.27933299305685966
3.420845333908886,-0.07936639368747736
3.490658503988659,-0.31276815144070474
3.560471674068432,-0.34670514483794757
3.6302848441482056,-0.5201164133487205
3.7000980142279785,-0.34144842466993147
3.7699111843077517,-0.6975806775926542
3.839724354387525,-0.5437528770025923
3.9095375244672983,-0.7472891541749781
3.979350694547071,-0.8840598294417767
4.049163864626845,-0.8614113361394199
4.118977034706617,-0.9497262438955346
4.1887902047863905,-0.8979300495910152
4.258603374866164,-0.949665083208682
4.328416544945937,-0.880358364119804
4.39822971502571,-0.8662836158466595
4.468042885105484,-0.9924087649350495
4.537856055185257,-0.988693553534636
4.60766922526503,-0.9511577647976832
4.677482395344803,-1.0803726877190007
4.747295565424577,-0.8931668240301053
4.817108735504349,-0.868188184610875
4.886921905584122,-0.9542706334130864
4.956735075663896,-0.6110901765433163
5.026548245743669,-0.8134376756685893
5.096361415823442,-0.9440247252459114
5.1661745859032155,-0.9531211133705031
